100
33.0991	-20.9395	82.8545	-12.8883	-30.8681	72.5358	38.9712	16.4519	50.6794	28.9026	5.57704	-18.5128	-9.73109	-26.4297	-78.2189	-76.566	64.3221	17.2778	-93.0932	-94.0042	-6.53007	13.7286	50.1428	-57.5894	-15.8394	-61.1106	-35.2457	-57.7015	-83.644	37.3972	63.8049	49.4551	-83.5423	46.6593	-63.4332	-14.4104	19.1951	75.538	-97.9585	-30.1255	4.44058	7.61857	51.3617	94.7095	81.1888	73.1427	-81.8565	45.511	-9.57946	-74.9497	51.5067	83.8905	38.7789	1.64948	-73.6989	-77.0605	40.5389	-8.94462	-34.762	56.8949	-71.5474	-70.9571	6.35004	-55.0897	75.7022	42.9168	30.4998	-5.10274	18.4548	32.5414	64.7717	-77.1046	-59.8401	16.1334	-82.3951	-78.6512	-10.7239	-64.2516	66.8597	79.6967	-39.2013	18.3664	63.5871	99.5776	-79.9841	89.8883	-77.4829	60.5548	-19.0564	-12.2449	17.4497	9.39622	16.7979	-76.2002	54.3065	-7.4999	66.7166	-15.1937	87.3974	-14.8286
-82.6523	-8.77606	99.4623	-22.886	44.6389	-44.1528	31.0702	43.0056	-10.8033	-47.162	77.0745	43.8243	87.0708	-81.46	51.7984	95.8712	48.4927	61.9856	65.1421	-97.6705	15.7523	47.5025	0.253686	41.8625	-19.2567	79.8162	21.2489	-89.2782	-63.9243	-96.8529	8.96757	42.947	-5.62891	8.4299	-79.939	-60.99	64.2771	51.1312	82.0156	-46.5262	-96.0308	59.0901	97.298	91.04	77.6301	49.0964	86.9112	26.1228	11.0821	52.0533	28.4523	-73.1656	-0.444164	-71.294	68.6969	80.2991	-91.4778	-10.0542	91.021	-55.4021	-6.90704	-0.0114775	87.5449	87.4641	-91.5816	-92.394	-73.5259	72.6955	58.7371	-91.5104	-73.8308	62.7064	67.5797	-76.5327	53.7464	45.2098	72.5637	40.6576	-28.6674	-16.3542	-7.2891	99.7849	10.4802	92.2667	-71.5091	-20.8229	72.5658	-62.9869	69.1229	63.5868	-18.3889	-37.7842	-36.4247	-30.844	-50.3201	-28.0063	-23.238	-23.8461	-55.3108	-64.5009
-8.77606	52.1691	-15.3564	-29.1415	98.2055	-47.7767	-5.67428	51.9518	97.433	-33.1106	-7.39058	-31.2344	50.5352	85.3203	-31.4495	-38.9846	77.587	-2.95856	40.1924	50.1529	34.0546	9.31527	13.7397	-84.3344	71.5311	77.315	-15.1784	-78.789	-50.6913	61.5836	-2.63509	-6.00207	97.0827	82.0085	64.8564	95.2882	-65.7683	-40.8179	47.24	-68.3352	26.0715	-60.1506	0.430432	-23.3933	-74.8303	68.981	37.622	-97.2432	-33.9776	-22.1855	52.9097	-99.923	87.1297	-33.3507	-84.2574	58.6608	-56.0357	0.564233	79.8718	-6.72698	-37.8522	-22.7633	87.2709	-40.7695	-40.7548	52.1273	-45.4813	-6.5231	-88.6906	-98.2412	25.1417	37.381	-58.3918	-74.4279	-86.0123	-33.2221	94.5531	51.6097	-30.4653	-39.4245	-70.5758	-77.5556	-39.3475	-83.4461	-10.9063	-23.6049	75.2147	33.0581	76.9593	55.0865	-73.6689	-60.8929	-67.6768	-86.398	-1.66231	-8.43168	65.7294	52.8564	85.0452	77.0388
99.4623	-15.3564	8.06686	54.6152	10.1869	14.4198	96.2234	35.759	28.4074	-36.9987	30.3121	-19.9829	32.536	90.8876	9.44131	54.9804	-48.4599	25.9952	-55.9258	27.9352	1.20989	77.1322	4.89449	-43.7036	-96.5367	44.0016	-11.3805	-82.9347	-57.6607	80.1878	82.7947	95.1958	65.2331	59.8335	49.8109	-24.58	-25.7467	46.0343	-88.821	-97.3393	-90.9644	41.4911	-17.3222	41.5716	32.3787	92.1192	-3.44797	83.9188	18.1144	40.6262	11.854	-80.6758	17.7584	-83.2515	-24.3794	21.2217	60.7502	64.2401	38.287	-96.9105	44.428	21.0817	98.2852	9.66103	-19.0848	48.0962	85.081	55.1684	-5.86954	96.26	57.8291	3.16604	37.7511	-59.493	-55.2624	-29.8702	-67.3739	41.2897	-45.9513	50.7405	-18.0841	65.9027	70.0647	99.6743	82.6512	-54.3146	20.8959	43.4014	-90.0745	-40.817	46.4908	54.3535	80.2647	44.7761	-35.9855	-38.8202	-7.12775	-50.9045	-83.6517	87.0027
-22.886	-29.1415	54.6152	-42.4924	-54.6445	74.1774	-9.83125	83.1065	-85.3156	34.9064	-46.7636	-52.6895	-23.8039	7.28503	98.051	58.1119	-26.8123	68.1158	57.7862	-44.1611	-86.1989	-21.3179	99.2403	-76.2734	37.8651	45.7311	78.0801	18.1297	-9.49277	-57.9055	79.3096	83.3795	-8.80998	95.6579	70.3822	36.5455	69.8353	-39.4491	19.652	84.5197	95.4573	72.8884	-68.1698	-28.3466	-19.8266	-70.1188	-70.2347	53.3611	97.997	87.5515	-90.7999	-88.2019	-33.7664	-91.5596	-64.4753	-95.9013	54.1715	-86.3952	22.2285	-55.3213	-44.3007	1.53804	-71.9418	46.8893	-2.8041	98.4404	-16.5652	-32.9688	-41.0087	-96.9132	-48.4492	-45.5513	75.9752	-16.619	26.102	-43.8514	13.2623	55.8674	-90.4902	11.2593	43.4189	-81.2902	23.0574	-90.3475	-72.8498	58.5821	-86.2488	81.3217	72.1869	35.9797	-73.9996	-72.1138	-62.4823	-45.9413	74.7755	34.7136	-47.501	-41.7897	-98.2552	11.4904
44.6389	98.2055	10.1869	-54.6445	-31.6975	-38.7029	-46.7044	65.939	-62.7277	36.6767	-7.95892	-6.57904	-50.0611	-52.0916	2.93073	61.1982	91.3273	21.6406	-15.7444	-99.0202	48.7908	-57.1623	-85.269	30.1125	-84.9755	50.7107	56.1129	-57.0893	88.2284	-89.8285	-82.3138	22.942	-37.3294	-24.1035	24.6868	74.161	37.1937	77.9824	40.1	74.466	14.659	-67.8589	-32.113	64.598	-19.9505	70.8177	25.7962	-28.6232	-7.54175	-89.9482	-27.6434	-58.751	-47.1106	-12.9124	71.3615	-32.086	-62.2017	27.4744	10.8247	-73.9733	37.6459	28.5109	48.9686	-99.6835	-95.5925	-26.3446	74.4775	41.6011	-48.3622	14.5775	16.0671	66.2968	46.7185	83.9541	30.8948	-73.232	54.7718	-43.309	-1.85514	-52.7699	-33.2573	70.5015	-11.5209	19.6322	-42.4109	-40.1595	87.5462	-4.61263	87.3149	-1.62913	21.414	24.9608	-73.1182	-29.6173	25.2773	-68.7107	44.0381	-0.245255	72.8904	95.6758
-44.1528	-47.7767	14.4198	74.1774	-38.7029	25.6718	-85.6678	-11.0425	61.9726	61.0507	-27.0884	-7.13259	87.8188	-72.3166	49.5584	-14.0364	-25.0865	-83.6989	-43.5349	63.3926	35.9333	14.0542	-76.7669	23.4794	-90.5584	-89.452	-78.1497	30.8556	35.5088	-51.2679	-98.7617	-39.2139	-19.9786	45.2763	60.5408	-47.0882	40.9522	74.873	41.8693	2.92479	35.9238	-85.2191	95.7922	23.7425	-57.5356	45.3506	-90.2938	17.3779	61.6517	-33.8287	-19.2296	-2.41506	80.2255	4.00354	-78.9356	89.6671	14.5515	-57.0853	20.5227	-49.9397	-8.35318	21.761	10.8464	71.6682	-32.9627	-28.6128	-75.42	-92.0105	-53.7398	66.4493	10.9143	82.184	81.2302	6.70648	5.9265	-76.3055	-47.943	15.6327	41.0724	-86.2913	81.804	-78.1571	11.2937	62.0295	25.8464	32.358	51.6966	-59.6021	75.2727	-27.7807	-9.54176	-33.0804	93.9803	-98.6954	-61.4122	-38.9824	-27.3082	-36.8323	-30.9929	18.952
31.0702	-5.67428	96.2234	-9.83125	-46.7044	-85.6678	-21.1437	-70.383	79.9214	1.13601	-89.1528	-13.3722	-92.9375	-65.4583	38.6849	22.6952	75.6141	52.3936	4.49914	97.457	-36.3127	-33.4714	23.3034	96.0453	-81.7748	63.7013	71.318	-9.55556	-45.8405	-61.7624	-15.5753	-44.5358	-23.1746	45.4423	28.156	39.9931	-85.5506	-52.892	69.61	94.3707	48.244	80.4572	-19.0014	55.3065	-85.0011	-80.3165	-21.9983	90.613	72.0771	82.5009	88.07	-64.2357	-50.9705	11.3733	-68.1904	-32.7454	-24.9254	-96.8723	57.6991	29.2341	-58.6348	-57.8762	84.6983	18.1906	87.566	12.8543	-41.8163	-97.9846	59.9623	-72.2063	96.3862	8.20632	-91.7491	-22.6152	-36.4871	-76.7502	-2.93177	41.5146	-86.1372	-30.8547	24.0154	-98.0672	4.90965	73.0449	13.3061	36.7193	-59.7005	88.3807	39.8469	97.9986	17.6148	81.2122	-59.8777	2.31304	-0.597239	-72.3116	-84.8327	57.5864	-70.2962	75.1296
43.0056	51.9518	35.759	83.1065	65.939	-11.0425	-70.383	57.5786	85.3801	-73.9101	-16.6641	93.6311	3.4747	46.8488	-83.1191	-99.4571	-11.6367	-69.2564	-30.3118	-87.6212	-67.3236	74.5979	85.4236	45.9825	11.3172	-74.2769	34.3631	-48.8359	-76.2783	-48.0221	-67.6238	-36.156	54.2909	31.779	-8.46762	69.4582	-10.6346	21.2362	44.5878	-25.2544	47.3261	-72.0763	-31.6234	-49.1992	74.7724	-14.7425	-48.6563	-36.8642	16.0011	21.032	-24.4855	48.6775	-4.37012	-39.0619	-5.34001	-93.053	-13.3387	-70.9769	-41.8889	10.383	-18.999	-9.51265	74.227	-64.7081	-77.7336	-34.2406	-95.2499	11.6318	86.9956	49.3379	86.3774	34.3217	77.2616	-45.246	85.1225	52.034	40.0115	-63.5338	-84.8302	-43.9874	57.4982	-9.31572	-95.3099	-46.8719	51.6224	-0.649908	-39.9249	-61.7163	28.3732	18.1863	48.6667	-90.6258	-91.3264	22.8937	-55.3339	-69.06	88.6531	-50.5838	42.5718	75.6487
-10.8033	97.433	28.4074	-85.3156	-62.7277	61.9726	79.9214	85.3801	61.4201	98.7541	28.9491	9.97035	76.0157	83.7031	-4.90716	28.0497	23.7146	31.5591	43.2195	79.7271	-10.9427	-66.0963	84.4172	42.1854	85.5262	-16.2327	-97.7394	-76.1901	-87.8595	20.4468	72.4766	-78.4853	29.1204	-4.62969	-33.8192	60.0604	-15.9766	15.597	2.63215	-40.3279	14.3511	-68.4187	69.6425	-9.63319	-84.7156	-35.2647	-81.5835	38.9989	96.2944	61.636	18.7261	-14.6483	95.5397	3.1433	-72.4629	81.0659	86.9106	-70.2024	-95.1242	99.0512	50.2445	77.3523	-79.4341	-20.6351	-27.2773	-13.2533	-60.5747	56.7461	-97.6563	42.0575	-83.5818	16.6948	73.6387	86.0606	-92.9384	88.9231	-49.2041	-74.5219	27.922	-52.9097	87.1141	-53.352	32.442	82.6538	49.7913	59.9791	63.7197	36.702	89.7767	68.5954	35.7531	40.0212	45.9478	56.319	-80.6139	-81.3296	-56.9343	-41.1886	75.4165	-54.5906
